query_index,true_label,prediction,selected_cluster,dataset,method,epsilon,K,seed
78,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
79,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
80,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
81,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
82,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
83,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
84,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
85,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
86,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
87,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
88,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
89,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
90,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
91,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
92,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
93,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
94,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
95,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
96,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
97,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
98,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
99,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1002
0,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
1,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
2,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
3,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
4,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
5,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
6,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
7,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
8,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
9,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
10,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
11,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
12,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
13,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
14,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
15,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
16,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
17,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
18,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
19,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
20,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
21,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
22,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
23,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
24,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
25,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
26,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
27,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
28,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
29,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
30,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
31,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
32,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
33,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
34,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
35,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
36,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
37,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
38,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
39,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
40,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
41,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
42,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
43,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
44,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
45,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
46,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
47,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
48,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
49,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
50,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
51,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
52,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
53,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
54,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
55,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
56,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
57,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
58,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
59,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
60,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
61,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
62,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
63,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
64,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
65,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
66,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
67,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
68,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
69,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
70,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
71,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
72,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
73,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
74,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
75,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
76,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
77,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
78,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
79,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
80,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
81,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
82,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
83,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
84,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
85,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
86,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
87,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
88,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
89,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
90,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
91,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
92,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
93,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
94,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
95,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
96,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
97,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
98,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
99,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1003
0,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
1,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
2,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
3,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
4,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
5,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
6,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
7,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
8,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
9,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
10,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
11,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
12,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
13,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
14,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
15,0,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
16,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
17,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
18,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
19,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
20,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
21,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
22,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
23,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
24,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
25,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
26,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
27,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
28,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
29,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
30,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
31,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
32,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
33,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
34,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
35,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
36,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
37,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
38,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
39,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
40,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
41,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
42,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
43,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
44,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
45,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
46,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
47,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
48,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
49,0,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
50,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
51,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
52,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
53,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
54,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
55,0,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
56,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
57,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
58,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
59,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
60,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
61,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
62,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
63,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
64,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
65,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
66,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
67,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
68,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
69,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
70,0,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
71,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
72,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
73,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
74,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
75,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
76,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
77,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
78,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
79,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
80,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
81,0,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
82,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
83,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
84,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
85,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
86,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
87,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
88,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
89,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
90,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
91,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
92,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
93,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
94,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
95,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
96,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
97,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
98,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
99,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1004
0,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
1,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
2,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
3,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
4,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
5,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
6,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
7,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
8,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
9,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
10,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
11,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
12,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
13,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
14,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
15,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
16,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
17,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
18,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
19,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
20,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
21,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
22,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
23,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
24,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
25,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
26,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
27,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
28,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
29,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
30,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
31,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
32,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
33,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
34,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
35,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
36,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
37,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
38,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
39,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
40,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
41,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
42,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
43,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
44,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
45,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
46,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
47,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
48,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
49,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
50,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
51,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
52,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
53,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
54,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
55,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
56,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
