AGEP,SCHL,MAR,SEX,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,PINCP,ESR,FER,RAC1P,label
42.0,21,1,2,2,0,5,2,4,1,2,2,2,2,9300.0,1,2,6,0
18.0,14,5,1,2,0,1,1,4,2,1,2,2,2,0.0,6,0,9,0
16.0,14,5,1,2,1,1,1,0,2,1,2,2,2,0.0,6,0,1,0
52.0,13,5,2,2,0,5,1,4,4,2,2,2,2,13000.0,1,0,8,1
37.0,21,1,1,2,0,4,1,4,4,2,2,2,2,9000.0,1,0,6,0
49.0,16,5,1,1,0,5,1,4,2,2,2,2,1,10200.0,6,0,8,1
64.0,18,1,1,2,0,1,1,4,2,1,2,2,2,500.0,1,0,1,1
63.0,9,5,2,1,0,4,1,4,1,2,2,2,1,11600.0,6,0,8,1
51.0,15,5,1,1,0,1,1,4,1,1,2,2,1,2300.0,6,0,1,1
26.0,19,5,2,2,0,1,1,4,1,1,2,2,2,25900.0,1,2,1,0
18.0,18,5,2,2,0,1,1,4,2,1,2,2,2,0.0,3,2,1,0
17.0,16,5,1,2,7,1,1,4,4,1,2,2,2,6100.0,1,0,1,1
62.0,21,1,2,2,0,1,1,4,1,1,2,2,2,0.0,6,0,6,0
48.0,1,1,2,2,0,5,1,4,1,2,2,2,2,28600.0,1,2,8,0
18.0,16,5,2,1,0,1,1,4,2,1,2,2,1,6500.0,1,2,9,0
22.0,19,5,1,2,0,1,1,4,4,1,2,2,2,15000.0,1,0,6,0
16.0,14,5,2,2,1,1,1,0,2,1,2,2,2,0.0,6,2,9,0
61.0,16,5,2,1,0,4,1,4,1,2,1,2,2,6900.0,1,0,1,0
18.0,14,5,1,2,0,1,1,4,2,1,2,2,2,0.0,6,0,2,0
57.0,9,1,2,2,0,5,1,4,4,2,2,2,2,9000.0,1,0,8,1
16.0,13,5,2,2,5,1,1,0,2,1,2,2,2,0.0,6,2,1,0
18.0,18,5,1,2,0,1,1,4,4,1,2,2,2,1000.0,6,0,1,1
39.0,20,1,1,2,0,1,1,4,1,1,2,2,2,2500.0,6,0,2,1
23.0,21,5,1,2,0,1,3,4,1,1,2,2,2,15800.0,1,0,1,0
25.0,19,1,1,2,0,1,1,4,1,1,2,2,2,24000.0,1,0,1,0
17.0,14,5,2,2,2,1,1,4,4,1,2,2,2,0.0,6,2,8,1
54.0,18,1,2,1,0,1,1,4,4,1,2,2,1,28500.0,6,0,1,1
63.0,16,1,2,2,0,1,1,4,4,1,2,2,2,3000.0,1,0,1,0
35.0,10,1,1,2,0,5,1,4,1,2,2,2,2,0.0,6,0,1,0
40.0,16,5,1,2,0,5,1,4,1,2,2,2,2,23000.0,1,0,1,0
22.0,19,5,2,2,0,1,1,4,2,1,2,2,2,3000.0,3,2,1,0
31.0,19,1,1,2,0,1,1,4,4,1,2,2,2,24000.0,1,0,8,0
20.0,19,5,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,6,0
50.0,19,3,2,2,0,4,1,4,1,2,2,2,2,1500.0,6,2,8,0
52.0,1,1,2,2,0,1,1,4,4,1,2,2,2,11800.0,3,0,1,0
64.0,20,3,1,1,0,1,3,2,1,1,1,1,2,13000.0,6,0,1,1
20.0,19,5,2,2,0,1,1,4,2,1,2,2,2,4000.0,1,2,1,1
18.0,14,5,1,1,0,3,3,4,1,1,2,1,2,0.0,6,0,8,0
27.0,19,5,1,2,0,1,1,4,1,1,2,2,2,14000.0,1,0,1,1
18.0,14,5,2,2,0,1,1,4,4,1,2,2,2,12000.0,6,2,1,0
59.0,23,1,2,2,0,1,1,4,4,1,2,2,2,0.0,6,0,1,1
50.0,13,1,1,2,0,5,1,4,1,2,2,2,2,9200.0,3,0,1,1
16.0,12,5,1,2,7,1,1,0,2,1,2,2,2,0.0,6,0,1,1
39.0,22,1,2,2,0,5,1,4,4,2,2,2,2,22000.0,1,2,8,1
44.0,15,5,1,2,0,1,1,4,1,1,2,2,2,12000.0,1,0,1,1
17.0,14,5,2,2,2,1,1,4,1,1,2,2,2,0.0,6,2,6,0
20.0,19,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,1,0
19.0,17,5,1,2,0,1,3,1,1,1,2,2,2,15000.0,4,0,5,0
17.0,13,5,2,2,1,1,1,4,1,1,2,2,2,0.0,6,2,6,0
48.0,1,1,2,2,0,4,1,4,4,2,2,2,2,0.0,6,2,1,0
60.0,22,1,2,2,0,4,1,4,2,2,2,2,2,10600.0,1,0,1,0
26.0,16,5,2,2,0,1,1,4,4,1,2,2,2,22000.0,1,2,8,0
39.0,16,1,2,2,0,4,1,4,1,2,2,2,2,25000.0,1,2,8,0
55.0,21,1,2,2,0,1,1,4,1,1,2,2,2,12500.0,3,0,1,0
15.0,12,5,1,2,2,1,1,0,1,1,2,2,2,0.0,0,0,9,0
38.0,14,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,8,0
55.0,21,1,1,2,0,4,1,4,1,2,2,2,2,7000.0,6,0,1,0
64.0,19,1,2,2,0,1,1,4,2,1,2,2,2,15700.0,6,0,1,0
48.0,21,5,1,2,0,1,1,4,2,1,2,2,2,18300.0,6,0,1,1
38.0,1,5,1,1,0,1,1,4,1,1,2,2,1,9800.0,6,0,2,1
20.0,19,5,1,2,0,5,1,4,1,2,2,2,2,0.0,6,0,6,0
54.0,1,1,1,2,0,4,1,4,4,2,2,2,2,18000.0,1,0,6,0
30.0,19,5,2,2,0,1,1,4,4,1,2,2,2,4900.0,3,1,6,1
21.0,18,5,1,2,0,1,3,4,4,1,2,2,2,12000.0,1,0,1,1
57.0,9,1,1,1,0,5,1,4,1,2,2,1,2,13800.0,6,0,1,1
60.0,19,1,2,2,0,1,1,4,4,1,2,2,2,0.0,6,0,1,1
34.0,16,5,1,1,0,1,1,2,1,1,1,2,2,1500.0,3,0,6,0
21.0,16,5,2,2,0,1,1,4,2,1,2,2,2,0.0,6,2,1,1
29.0,21,5,1,2,0,1,3,4,1,1,2,2,2,17700.0,1,0,1,0
15.0,12,5,1,2,1,1,1,0,2,1,2,2,2,0.0,0,0,1,0
30.0,19,5,2,2,0,1,1,4,1,1,2,2,2,3000.0,1,2,8,0
60.0,16,5,2,1,0,1,1,4,1,1,2,2,1,10000.0,6,0,1,1
32.0,16,4,2,2,0,1,1,4,1,1,2,2,2,15000.0,1,2,1,0
54.0,1,1,2,2,0,4,1,4,1,2,2,2,2,0.0,3,0,8,0
51.0,20,5,1,1,0,5,1,4,1,2,2,1,1,9600.0,6,0,8,1
18.0,18,5,2,2,0,3,2,4,1,1,2,2,2,0.0,6,2,6,0
61.0,16,1,2,2,0,1,1,4,1,1,2,2,2,23200.0,6,0,8,1
22.0,19,5,1,2,0,4,1,4,1,2,2,2,2,26000.0,1,0,6,0
30.0,24,5,2,2,0,1,3,4,1,1,2,2,2,9000.0,1,2,6,0
48.0,1,1,2,2,0,5,1,4,1,2,2,2,2,22000.0,1,2,8,0
61.0,17,1,2,1,0,1,1,4,1,1,2,2,2,3000.0,2,0,1,0
56.0,16,1,1,1,0,5,1,4,1,2,2,1,2,10500.0,6,0,1,1
21.0,16,5,2,2,0,1,3,4,1,1,2,2,2,1000.0,1,2,8,1
44.0,20,5,1,2,0,1,1,4,2,1,2,2,2,0.0,6,0,6,0
26.0,21,1,2,1,0,1,1,4,2,1,2,2,1,3100.0,1,2,1,0
60.0,16,3,2,2,0,1,1,4,1,1,2,2,2,13000.0,6,0,1,0
15.0,11,5,1,2,1,1,1,0,4,1,2,2,2,0.0,0,0,1,0
51.0,16,1,1,2,0,5,1,4,1,2,2,2,2,8000.0,3,0,8,0
17.0,14,5,2,2,1,1,1,4,2,1,2,2,2,0.0,6,2,6,0
56.0,22,1,2,2,0,1,1,4,2,1,2,2,2,24300.0,1,0,1,0
36.0,15,5,2,1,0,1,1,4,1,1,2,2,1,11000.0,6,2,1,1
16.0,13,5,1,2,1,1,1,0,1,1,2,2,2,0.0,6,0,6,0
49.0,20,1,2,2,0,5,2,4,1,2,2,2,2,0.0,6,2,1,0
47.0,22,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,6,0
40.0,18,5,2,1,0,1,1,4,1,1,2,2,1,6000.0,3,2,1,1
43.0,16,1,2,2,0,4,1,4,2,2,2,2,2,5000.0,1,2,1,0
32.0,14,5,2,2,0,1,1,4,4,1,2,2,2,25000.0,1,2,1,0
58.0,24,1,2,2,0,1,1,4,1,1,2,2,2,29000.0,6,0,1,0
58.0,16,1,2,2,0,1,1,4,1,1,2,2,2,0.0,6,0,1,0
27.0,19,5,1,2,0,1,1,4,1,1,2,2,2,10000.0,1,0,8,1
58.0,14,3,1,2,0,4,1,4,1,2,2,2,2,0.0,6,0,8,1
63.0,19,3,1,1,0,1,1,4,1,1,1,2,2,14000.0,6,0,9,1
62.0,19,1,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,2,1
42.0,18,1,2,2,0,1,3,4,1,1,2,2,2,800.0,3,2,1,0
63.0,20,1,2,2,0,1,1,4,2,1,2,2,2,24000.0,1,0,1,0
27.0,19,5,1,2,0,1,1,4,1,1,2,2,2,30000.0,1,0,6,0
50.0,19,1,2,2,0,1,1,4,1,1,2,2,2,26000.0,1,2,1,1
19.0,18,5,2,2,0,1,3,4,4,1,2,2,2,0.0,6,2,1,0
38.0,22,5,2,2,0,1,1,4,1,1,2,2,2,30000.0,1,2,2,0
29.0,16,5,2,2,0,1,1,4,4,1,2,2,2,0.0,3,2,1,1
32.0,16,5,1,1,0,4,1,4,1,2,2,1,1,6000.0,6,0,8,0
58.0,17,1,2,2,0,4,1,4,1,2,2,2,2,0.0,6,0,6,1
62.0,16,1,2,2,0,1,1,4,3,1,2,2,2,21600.0,1,0,1,0
37.0,21,1,2,2,0,4,3,3,1,2,2,2,2,3200.0,6,2,9,1
57.0,16,1,2,2,0,1,1,4,1,1,2,2,2,0.0,6,0,3,0
50.0,12,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,1,1
18.0,16,5,2,2,0,1,3,4,1,1,2,2,2,0.0,3,2,1,0
43.0,19,5,2,2,0,5,1,4,1,2,2,2,2,7260.0,1,2,1,1
53.0,22,1,1,2,0,1,1,4,1,1,2,2,2,2400.0,1,0,1,0
50.0,16,1,2,2,0,1,1,4,1,1,2,2,2,12000.0,1,2,1,0
42.0,16,4,2,2,0,5,1,4,1,2,2,2,2,7200.0,6,1,1,1
16.0,12,5,1,2,1,5,1,0,1,2,2,2,2,0.0,6,0,1,1
38.0,14,1,1,2,0,1,1,4,1,1,2,2,2,29900.0,1,0,1,0
16.0,13,5,1,2,1,1,1,0,2,1,2,2,2,0.0,6,0,1,0
47.0,12,5,1,1,0,1,1,4,1,1,2,2,1,0.0,6,0,1,1
15.0,11,5,2,2,8,1,1,0,1,1,2,2,2,0.0,0,2,8,1
50.0,21,1,2,1,0,4,1,4,1,2,2,1,2,0.0,6,2,9,0
39.0,21,1,2,2,0,4,1,4,2,2,2,2,2,8000.0,1,2,1,0
23.0,22,1,2,2,0,1,3,4,1,1,2,2,2,5000.0,1,2,1,0
30.0,19,5,1,2,0,1,1,4,1,1,2,2,2,30000.0,1,0,6,0
58.0,16,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,0,6,1
51.0,22,1,1,2,0,5,1,4,1,2,2,2,2,24000.0,1,0,6,0
19.0,16,5,2,2,0,5,2,4,1,2,2,2,2,2100.0,6,2,6,0
49.0,15,1,2,2,0,5,1,4,4,2,2,2,2,0.0,6,2,8,0
46.0,12,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,8,0
52.0,16,5,2,2,0,4,1,4,4,2,2,2,2,29260.0,1,0,6,0
16.0,13,5,2,2,2,1,1,0,2,1,2,2,2,0.0,6,2,1,0
40.0,21,1,2,2,0,4,1,4,1,2,2,2,2,22000.0,6,2,6,0
17.0,14,5,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,1,1
52.0,20,3,1,2,0,1,1,4,3,1,2,2,2,27000.0,1,0,1,0
25.0,22,1,2,2,0,5,1,4,1,2,2,2,2,25600.0,1,2,1,0
26.0,11,1,1,2,0,5,1,4,1,2,2,2,2,20000.0,3,0,8,0
62.0,16,5,1,2,0,1,1,4,2,1,2,2,2,0.0,6,0,1,1
19.0,19,5,1,2,0,1,1,4,4,1,2,2,2,0.0,6,0,1,0
49.0,14,4,2,2,0,1,1,4,1,1,2,2,2,900.0,6,2,1,1
27.0,17,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,1,1,1
61.0,19,3,2,2,0,1,1,2,1,1,2,2,2,19000.0,1,0,1,1
25.0,19,5,1,2,0,1,1,4,1,1,2,2,2,20400.0,1,0,8,0
16.0,12,5,2,2,2,1,1,0,1,1,2,2,2,0.0,6,2,6,0
15.0,12,5,1,1,1,1,1,0,2,1,2,2,1,0.0,0,0,9,1
16.0,14,5,1,2,1,1,1,0,1,1,2,2,2,2000.0,6,0,6,0
32.0,16,5,2,2,0,1,3,4,2,1,2,2,2,27100.0,3,2,1,1
17.0,14,5,1,2,3,3,1,4,4,1,2,2,2,0.0,6,0,2,1
54.0,16,3,2,1,0,4,1,4,1,2,2,2,1,23000.0,1,0,6,0
46.0,13,5,1,2,0,1,1,4,1,1,2,2,2,1200.0,3,0,1,1
16.0,12,5,2,2,5,1,1,0,2,1,2,2,2,140.0,6,2,9,0
64.0,15,1,1,2,0,4,1,4,1,2,2,2,2,30000.0,1,0,6,0
20.0,19,5,1,2,0,1,1,4,1,1,2,2,2,6800.0,1,0,1,0
15.0,12,5,1,2,1,1,1,0,1,1,2,2,2,0.0,0,0,8,0
50.0,15,3,2,2,0,1,3,4,1,1,2,2,2,21000.0,1,2,1,0
29.0,15,5,2,2,0,1,1,4,1,1,2,2,2,6800.0,6,2,1,1
19.0,16,5,1,2,0,1,1,4,4,1,2,2,2,12800.0,1,0,1,0
30.0,22,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,6,0
24.0,16,1,2,2,0,1,1,4,1,1,2,2,2,7000.0,6,2,1,1
49.0,19,3,2,1,0,1,3,4,1,1,2,2,1,29000.0,6,2,1,1
15.0,15,1,1,2,0,4,1,0,1,2,2,2,2,0.0,0,0,8,1
51.0,18,1,2,1,0,1,1,4,1,1,1,2,2,12000.0,1,0,1,0
64.0,19,1,1,2,0,1,1,4,1,1,2,2,2,29000.0,6,0,1,0
54.0,21,1,2,2,0,1,1,4,2,1,2,2,2,50.0,6,0,1,0
63.0,20,1,2,1,0,3,1,4,4,1,2,2,2,6000.0,6,0,1,0
62.0,17,1,1,2,0,1,1,2,4,1,2,2,2,25700.0,6,0,1,0
42.0,21,1,1,2,0,4,1,4,1,2,2,2,2,5800.0,1,0,1,0
56.0,14,5,2,1,0,1,1,4,1,1,2,2,1,1000.0,6,0,1,1
20.0,19,5,2,2,0,1,3,4,4,1,2,2,2,10000.0,1,2,1,0
39.0,13,5,2,2,0,5,1,4,1,2,2,2,2,15000.0,1,2,1,1
19.0,19,5,1,2,0,5,1,4,1,2,2,2,2,0.0,6,0,1,0
24.0,19,5,1,2,0,4,1,4,1,2,2,2,2,22000.0,1,0,6,0
64.0,18,5,2,2,0,1,1,4,1,1,2,2,2,21600.0,1,0,2,1
34.0,18,5,2,2,0,5,1,4,1,2,2,2,2,18900.0,1,2,1,0
22.0,19,5,1,2,0,1,3,4,4,1,2,2,2,15000.0,1,0,1,0
22.0,19,5,1,2,0,1,1,4,1,1,2,2,2,10000.0,1,0,1,1
33.0,16,1,2,2,0,5,3,4,2,2,2,2,2,0.0,6,2,1,1
19.0,15,5,1,1,0,1,1,4,2,1,2,1,1,11100.0,1,0,1,1
41.0,21,1,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,1,0
57.0,16,5,1,2,0,1,1,4,1,1,2,2,2,25000.0,1,0,1,1
30.0,17,5,1,2,0,1,1,4,1,1,2,2,2,24600.0,1,0,1,0
41.0,16,3,1,2,0,1,3,4,1,1,2,2,2,12000.0,1,0,1,1
43.0,22,5,1,2,0,1,1,4,1,1,2,2,2,900.0,1,0,1,1
18.0,16,1,2,2,0,1,1,4,1,1,2,2,2,6000.0,1,2,1,0
37.0,19,5,1,2,0,1,1,4,2,1,2,2,2,24000.0,1,0,1,1
41.0,21,1,1,2,0,1,1,4,1,1,2,2,2,22000.0,1,0,6,0
53.0,18,3,2,2,0,4,1,4,2,2,2,2,2,26000.0,1,0,1,0
63.0,19,1,1,2,0,5,2,4,1,2,2,2,2,13800.0,6,0,1,1
49.0,21,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,8,1
32.0,19,5,2,1,0,1,3,4,2,1,2,2,2,0.0,6,2,1,1
19.0,16,5,2,2,0,1,1,4,2,1,2,2,2,0.0,3,2,1,0
33.0,16,1,2,2,0,1,1,4,1,1,2,2,2,20000.0,1,2,1,1
47.0,15,1,1,2,0,1,3,4,1,1,2,2,2,12000.0,1,0,1,1
28.0,21,5,2,2,0,1,2,4,4,1,2,2,2,100.0,1,2,1,0
42.0,16,3,2,2,0,1,1,4,1,1,2,2,2,25200.0,6,2,1,1
21.0,16,5,2,2,0,1,1,4,1,1,2,2,2,20000.0,1,2,1,0
16.0,14,5,2,1,1,1,1,0,2,1,1,2,2,0.0,6,2,9,0
22.0,21,5,2,2,0,1,1,4,1,1,2,2,2,10000.0,1,2,9,0
29.0,19,1,1,2,0,1,3,4,2,1,2,2,2,0.0,6,0,1,1
51.0,19,1,2,2,0,1,1,4,2,1,2,2,2,0.0,6,0,1,0
19.0,19,5,2,2,0,1,1,4,1,1,2,2,2,2700.0,1,2,1,0
30.0,16,4,1,2,0,1,1,4,3,1,2,2,2,15000.0,1,0,1,1
18.0,18,5,2,2,0,1,3,4,1,1,2,2,2,6800.0,3,2,1,0
59.0,19,5,2,2,0,1,1,4,2,1,2,2,2,12000.0,1,0,1,1
58.0,19,1,2,1,0,1,1,4,1,1,2,2,1,12000.0,1,0,2,0
59.0,16,5,1,2,0,4,1,4,1,2,2,2,2,10100.0,6,0,1,1
47.0,16,3,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,1,1
56.0,12,1,1,2,0,5,1,4,1,2,2,2,2,24000.0,1,0,8,0
36.0,15,1,2,2,0,4,1,4,1,2,2,2,2,7200.0,1,2,1,0
52.0,18,1,2,1,0,4,1,4,4,2,2,1,2,30000.0,1,0,1,1
56.0,16,3,2,1,0,1,3,4,1,1,2,2,1,8400.0,6,0,1,1
63.0,19,3,2,2,0,1,1,4,1,1,2,2,2,29700.0,1,0,2,1
22.0,21,5,1,2,0,1,3,4,2,1,2,2,2,0.0,6,0,1,0
57.0,12,4,2,1,0,5,1,4,1,2,1,2,2,8880.0,1,0,1,1
64.0,18,2,1,2,0,1,1,2,2,1,2,2,2,22100.0,6,0,1,0
19.0,19,5,1,2,0,5,3,4,4,2,2,2,2,0.0,6,0,6,0
15.0,12,5,1,2,1,1,1,0,2,1,2,2,2,0.0,0,0,9,0
35.0,20,1,2,2,0,4,1,4,4,2,2,2,2,0.0,6,2,1,0
41.0,22,1,1,1,0,4,1,2,1,2,2,2,1,19000.0,3,0,1,1
17.0,14,5,2,2,2,1,3,4,4,1,2,2,2,0.0,6,2,1,0
45.0,16,1,2,2,0,4,1,4,1,2,2,2,2,0.0,6,2,6,0
27.0,22,5,2,2,0,5,3,4,1,2,2,2,2,1000.0,6,2,1,0
17.0,13,5,2,2,8,1,1,4,2,1,2,2,2,5600.0,1,2,2,1
24.0,19,5,1,2,0,1,1,4,1,1,2,2,2,10000.0,1,0,8,0
51.0,16,1,2,2,0,4,1,4,1,2,2,2,2,0.0,6,0,1,0
42.0,21,1,2,2,0,4,1,4,1,2,2,2,2,0.0,6,2,1,0
51.0,16,1,2,1,0,1,1,4,2,1,2,2,1,16100.0,6,0,1,1
26.0,16,5,2,2,0,5,3,4,4,2,2,2,2,0.0,6,2,1,0
18.0,15,5,1,2,0,1,1,4,1,1,2,2,2,800.0,6,0,6,0
15.0,12,5,1,2,1,1,1,0,1,1,2,2,2,0.0,0,0,1,0
37.0,19,1,2,2,0,1,1,4,2,1,2,2,2,18000.0,1,2,1,0
58.0,16,5,1,2,0,1,3,4,1,1,2,2,2,0.0,6,0,2,1
16.0,14,5,2,2,3,1,1,0,4,1,2,2,2,0.0,6,2,1,0
29.0,18,5,1,2,0,1,1,4,2,1,2,2,2,5700.0,1,0,9,1
55.0,19,3,1,2,0,1,1,4,4,1,2,2,2,0.0,6,0,1,0
34.0,16,5,2,2,0,1,1,4,2,1,2,2,2,18900.0,6,2,9,1
17.0,14,5,1,2,1,1,1,4,1,1,2,2,2,0.0,6,0,6,0
20.0,16,5,1,2,0,1,1,4,1,1,2,2,2,4000.0,6,0,6,0
42.0,21,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,1,6,0
58.0,20,3,2,2,0,1,3,4,1,1,2,2,2,0.0,6,0,2,0
24.0,21,5,1,2,0,1,1,4,2,1,2,2,2,14400.0,1,0,9,0
18.0,18,5,1,2,0,5,2,4,2,2,2,2,2,6200.0,6,0,1,0
60.0,21,3,2,2,0,1,1,4,1,1,2,2,2,30000.0,3,0,2,1
21.0,16,5,1,2,0,4,1,4,1,2,2,2,2,0.0,6,0,1,0
21.0,16,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,1,1
63.0,12,1,2,2,0,4,3,4,4,2,2,2,2,0.0,6,0,1,1
40.0,15,1,2,2,0,5,1,4,1,2,2,2,2,6500.0,1,2,8,0
59.0,16,1,1,2,0,1,1,4,4,1,2,2,2,26000.0,2,0,1,0
25.0,16,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,6,0
18.0,17,5,2,2,0,5,2,4,1,2,2,2,2,0.0,6,2,1,0
52.0,20,1,2,2,0,5,1,4,2,2,2,2,2,16200.0,1,0,1,0
41.0,17,3,2,2,0,3,1,4,4,1,2,2,2,0.0,6,2,1,1
58.0,9,5,1,2,0,5,1,4,1,2,2,2,2,10000.0,1,0,8,0
23.0,18,5,2,2,0,3,1,4,1,1,2,2,2,2400.0,6,2,8,1
19.0,19,5,2,2,0,1,1,4,2,1,2,2,2,2000.0,1,2,1,0
18.0,18,5,2,1,0,1,3,4,2,1,2,1,2,6200.0,3,2,6,0
64.0,22,1,1,2,0,1,1,2,1,1,2,2,2,4500.0,3,0,2,1
55.0,9,2,2,1,0,1,1,4,1,1,2,2,2,280.0,6,0,1,1
60.0,1,1,2,2,0,4,1,4,1,2,2,2,2,0.0,6,0,6,0
62.0,16,1,1,2,0,1,1,4,2,1,2,2,2,18000.0,1,0,1,0
35.0,21,5,2,2,0,1,1,4,1,1,2,2,2,30000.0,1,2,1,0
18.0,14,5,2,2,0,1,1,4,2,1,2,2,2,2500.0,6,2,1,0
42.0,16,3,2,2,0,5,1,4,1,2,2,2,2,600.0,6,2,1,0
56.0,22,1,2,2,0,1,1,4,1,1,2,2,2,20000.0,1,0,1,0
44.0,18,3,2,2,0,1,3,4,1,1,2,2,2,11000.0,6,2,1,1
47.0,21,3,2,2,0,5,1,4,1,2,2,2,2,30000.0,1,2,1,0
30.0,1,5,2,2,0,5,1,4,1,2,2,2,2,25000.0,1,2,1,0
48.0,14,3,2,2,0,1,1,4,1,1,2,2,2,2400.0,1,2,1,1
37.0,21,1,2,2,0,1,1,4,1,1,2,2,2,4000.0,1,2,1,0
64.0,19,1,2,2,0,1,1,4,1,1,2,2,2,22600.0,6,0,1,0
28.0,19,1,2,2,0,1,1,4,4,1,2,2,2,23900.0,6,2,1,1
22.0,19,5,2,1,0,1,3,4,2,1,2,2,1,16000.0,6,2,1,0
60.0,6,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,0,1,1
31.0,11,5,2,2,0,1,1,4,2,1,2,2,2,8000.0,6,1,1,1
64.0,16,4,2,2,0,4,1,4,1,2,2,2,2,8000.0,1,0,8,1
43.0,15,5,1,2,0,4,1,4,1,2,2,2,2,26000.0,1,0,1,0
15.0,13,5,2,1,0,1,1,0,2,1,2,2,1,0.0,0,2,9,1
18.0,16,5,2,2,0,1,3,1,1,1,2,2,2,19400.0,4,2,1,0
48.0,1,4,1,2,0,1,1,4,1,1,2,2,2,6000.0,1,0,1,0
20.0,16,5,1,2,0,1,1,4,1,1,2,2,2,25000.0,1,0,1,0
19.0,18,5,1,2,0,1,1,4,1,1,2,2,2,20000.0,6,0,1,0
34.0,16,4,1,2,0,1,1,4,2,1,2,2,2,26000.0,1,0,1,0
58.0,15,1,1,2,0,1,1,4,1,1,2,2,2,13000.0,1,0,1,0
35.0,19,5,1,1,0,1,1,4,2,1,2,2,1,17000.0,6,0,9,1
44.0,19,1,1,1,0,4,1,4,1,2,2,2,2,25800.0,3,0,1,0
19.0,16,5,2,1,0,1,1,4,1,1,2,2,1,1200.0,6,2,1,1
39.0,8,4,2,2,0,5,1,4,1,2,2,2,2,24600.0,1,2,1,1
43.0,11,5,1,1,0,1,1,4,1,1,2,2,1,660.0,6,0,8,1
18.0,16,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,1,0
52.0,19,1,2,2,0,1,1,4,2,1,2,2,2,8400.0,6,0,1,0
18.0,14,5,1,2,0,1,1,4,2,1,2,2,2,0.0,3,0,1,0
23.0,21,5,1,2,0,5,3,4,1,2,2,2,2,9000.0,1,0,6,0
19.0,19,5,1,2,0,1,1,4,4,1,2,2,2,4800.0,1,0,1,0
17.0,14,1,1,2,0,1,1,4,4,1,2,2,2,0.0,6,0,8,0
25.0,19,5,2,2,0,1,1,4,1,1,2,2,2,28000.0,1,2,1,0
63.0,16,3,2,2,0,4,1,4,1,2,2,2,2,16000.0,1,0,6,1
46.0,22,3,2,2,0,3,1,4,2,1,2,2,2,5000.0,1,2,1,0
38.0,22,1,1,2,0,5,2,4,1,2,2,2,2,30000.0,1,0,6,0
24.0,19,5,2,2,0,1,1,4,4,1,2,2,2,20000.0,1,2,8,0
15.0,12,5,1,2,1,1,1,0,1,1,2,2,2,0.0,0,0,1,0
18.0,18,5,1,2,0,1,3,4,1,1,2,2,2,0.0,6,0,6,0
21.0,19,5,2,2,0,5,1,4,1,2,2,2,2,10000.0,6,2,8,1
22.0,18,5,1,2,0,1,1,4,2,1,2,2,2,6200.0,1,0,1,0
36.0,21,1,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,6,0
55.0,21,1,1,1,0,5,1,4,1,2,2,2,2,1700.0,1,0,1,1
20.0,19,5,1,2,0,1,1,4,2,1,2,2,2,0.0,6,0,1,0
21.0,16,5,2,2,0,1,1,4,4,1,2,2,2,0.0,6,2,1,0
18.0,16,5,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,8,1
36.0,20,5,2,2,0,1,1,4,1,1,2,2,2,22800.0,1,2,3,0
25.0,16,1,2,2,0,5,1,4,1,2,2,2,2,3500.0,1,2,6,0
59.0,24,1,1,2,0,1,3,4,1,1,2,2,2,0.0,3,0,1,0
54.0,22,1,2,2,0,5,1,4,1,2,2,2,2,27600.0,1,0,6,1
29.0,19,3,2,2,0,1,1,4,1,1,2,2,2,28000.0,1,2,8,0
35.0,20,1,2,2,0,1,1,4,4,1,2,2,2,19000.0,1,2,1,0
18.0,20,5,2,2,0,1,3,4,1,1,2,2,2,2000.0,6,2,1,0
22.0,19,5,2,2,0,1,1,4,2,1,2,2,2,0.0,6,2,9,0
46.0,13,2,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,8,1
36.0,1,5,2,2,0,1,1,4,4,1,2,2,2,30000.0,1,2,8,0
35.0,17,4,2,2,0,5,3,4,1,2,2,2,2,12000.0,1,2,8,1
22.0,16,5,1,2,0,1,1,4,1,1,2,2,2,9000.0,1,0,8,0
46.0,16,1,2,2,0,4,1,4,4,2,2,2,2,0.0,6,2,6,0
